"Molecule ChEMBL ID","Molecular Weight","AlogP","Smiles","IC50"
"CHEMBL3647864",394.26,3.26,"NC(=O)c1cn(nc1Nc2ccc(Cl)c(Cl)c2)[C@H]3CC[C@H](O)C[C@@H]3C#N",20.0
"CHEMBL3647866",462.49,4.35,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3CC[C@@H](C[C@@H]3C#N)OC(=O)Nc4ccccc4",107.0
"CHEMBL3647868",462.49,4.35,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3CC[C@H](C[C@@H]3C#N)OC(=O)Nc4ccccc4",13.0
"CHEMBL3647870",468.53,4.16,"NC(=O)c1cn(nc1Nc2ccc(F)cc2)C3CC[C@H](C[C@@H]3C#N)OC(=O)NC4CCCCC4",88.0
"CHEMBL3647872",414.44,2.84,"CCNC(=O)O[C@@H]1CCC([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(F)cc3)n2",9.0
"CHEMBL3647874",400.41,2.45,"CNC(=O)O[C@H]1CCC([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(F)cc3)n2",51.0
"CHEMBL3647876",484.99,3.09,"CC(C)(O)C1CN(C1)C(=O)[C@@H]2CC[C@H]([C@@H](C2)C#N)n3cc(C(=O)N)c(Nc4ccc(Cl)cc4)n3",59.0
"CHEMBL3647878",481.0,4.16,"NC(=O)c1cn(nc1Nc2ccc(Cl)cc2)[C@@H]3CC[C@H](C[C@H]3C#N)C(=O)NC(C4CC4)C5CC5",169.0
"CHEMBL3647881",505.0,2.12,"CS(=O)(=O)C1CN(C1)C(=O)[C@@H]2CC[C@H]([C@@H](C2)C#N)n3cc(C(=O)N)c(Nc4ccc(Cl)cc4)n3",19.0
"CHEMBL3647883",468.87,3.54,"NC(=O)c1cn(nc1Nc2ccc(Cl)cc2)C3CC[C@H](C[C@H]3C#N)C(=O)NCC(F)(F)F",38.0
"CHEMBL3647885",440.94,3.53,"NC(=O)c1cn(nc1Nc2ccc(Cl)cc2)[C@H]3CC[C@@H](C[C@@H]3C#N)C(=O)NC4CCC4",103.0
"CHEMBL3647888",462.89,3.34,"NC(=O)c1cn(nc1Nc2ccc(Cl)cc2)[C@@H]3CC[C@H](C[C@H]3C#N)C(=O)N4CC(F)(F)C4",28.0
"CHEMBL3647890",466.97,3.87,"NC(=O)c1cn(nc1Nc2ccc(Cl)cc2)[C@H]3CC[C@@H](C[C@@H]3C#N)C(=O)N4CC5(CCC5)C4",480.0
"CHEMBL3647892",426.91,3.14,"NC(=O)c1cn(nc1Nc2ccc(Cl)cc2)[C@@H]3CC[C@H](C[C@H]3C#N)C(=O)NC4CC4",23.0
"CHEMBL3647894",481.0,4.16,"NC(=O)c1cn(nc1Nc2ccc(Cl)cc2)[C@H]3CC[C@@H](C[C@@H]3C#N)C(=O)NC(C4CC4)C5CC5",500.0
"CHEMBL3647896",426.91,3.14,"NC(=O)c1cn(nc1Nc2ccc(Cl)cc2)[C@H]3CC[C@@H](C[C@@H]3C#N)C(=O)NC4CC4",295.0
"CHEMBL3647899",505.0,2.12,"CS(=O)(=O)C1CN(C1)C(=O)[C@H]2CC[C@@H]([C@H](C2)C#N)n3cc(C(=O)N)c(Nc4ccc(Cl)cc4)n3",49.0
"CHEMBL3647901",476.92,3.73,"NC(=O)c1cn(nc1Nc2ccc(Cl)cc2)[C@H]3CC[C@@H](C[C@@H]3C#N)C(=O)N4CCC(F)(F)C4",115.0
"CHEMBL3647904",470.96,3.01,"CC1(CNC(=O)[C@H]2CC[C@@H]([C@H](C2)C#N)n3cc(C(=O)N)c(Nc4ccc(Cl)cc4)n3)COC1",59.0
"CHEMBL3647906",444.9,3.04,"NC(=O)c1cn(nc1Nc2ccc(Cl)cc2)[C@@H]3CC[C@H](C[C@H]3C#N)C(=O)N4CC(F)C4",200.0
"CHEMBL3647908",442.95,3.77,"CC(C)(C)NC(=O)[C@@H]1CC[C@H]([C@@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(Cl)cc3)n2",425.0
"CHEMBL3647911",401.9,3.78,"CC(C)(O)[C@H]1CC[C@@H]([C@H](C1)[N+]#[C-])n2cc(C(=O)N)c(Nc3ccc(Cl)cc3)n2",12.0
"CHEMBL3647913",420.47,1.65,"CS(=O)(=O)N[C@H]1CCC([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(F)cc3)n2",14.0
"CHEMBL3647915",436.93,2.16,"CS(=O)(=O)N[C@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(Cl)cc3)n2",5.0
"CHEMBL3647917",450.95,2.5,"CN([C@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(Cl)cc3)n2)S(=O)(=O)C",6.0
"CHEMBL3647919",380.45,3.5,"CON=C(/C)c1ccc(Nc2nn(cc2C(=O)N)[C@H]3CCCC[C@@H]3[N+]#[C-])cc1",2.0
"CHEMBL3647921",441.44,3.27,"NC(=O)c1cn(nc1Nc2ccc(cc2)S(=O)(=O)C(F)(F)F)[C@H]3CCCC[C@@H]3C#N",119.0
"CHEMBL3647923",455.46,3.32,"NC(=O)c1cn(nc1Nc2ccc(cc2)S(=O)(=O)CC(F)(F)F)C3CCCC[C@H]3C#N",9.5
"CHEMBL3647925",442.5,3.62,"CC(C)(C)OC(=O)N[C@@H]1CC[C@H](C#N)C(C1)n2cc(C(=O)N)c(Nc3ccc(F)cc3)n2",516.5
"CHEMBL3647927",295.35,2.59,"NC(=O)c1cn(nc1Nc2ccccc2)[C@H]3CCC[C@H]3C#N",696.0
"CHEMBL3647930",337.43,3.62,"CC1(C)CC[C@H](C#N)[C@H](C1)n2cc(C(=O)N)c(Nc3ccccc3)n2",50.0
"CHEMBL3647933",359.38,3.46,"C[C@@]1(CC[C@H](F)C[C@@H]1n2cc(C(=O)N)c(Nc3ccc(F)cc3)n2)C#N",8.0
"CHEMBL3649607",420.9,3.97,"NC(=O)c1cc(nc2c3cc(CN4CCOCC4)ccc3[nH]c12)c5cccc(Cl)c5",1.0
"CHEMBL3649609",419.92,3.89,"CN1CCN(CC1)c2ccc3c(c2)[nH]c4c(cc(nc34)c5cccc(Cl)c5)C(=O)N",1.0
"CHEMBL3649611",467.5,5.01,"CN1CCC(CC1)Nc2ccc3c(c2)[nH]c4c(cc(nc34)c5cccc(c5)C(F)(F)F)C(=O)N",1.0
"CHEMBL3649613",519.63,2.55,"NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)N4CCS(=O)(=O)CC4)c5ccc(CN6CCOCC6)cc5",1.0
"CHEMBL3649615",420.44,3.47,"COc1ccc(cc1F)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3n2)N5CCOCC5",1.0
"CHEMBL3649617",536.03,3.68,"NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)N4CCOCC4)c5ccc(OCCN6CCOCC6)c(Cl)c5",1.0
"CHEMBL3649619",506.01,4.1,"NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)N4CCOCC4)c5ccc(OC6CCNCC6)c(Cl)c5",7.0
"CHEMBL3649621",534.69,3.14,"COCCN1CCN(Cc2ccc(s2)c3cc(C(=O)N)c4[nH]c5cc(ccc5c4n3)N6CCOCC6)CC1",6.0
"CHEMBL3649623",378.36,3.93,"COc1ccc(cc1F)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3c2)C(=O)O",111.0
"CHEMBL3649625",409.45,1.12,"NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)N5CCOCC5",142.0
"CHEMBL3649627",422.49,1.21,"NC1CCN(CC1)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3n2)C(=O)N5CCOCC5",636.0
"CHEMBL3649629",401.43,2.35,"NC(=O)c1cc(cc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5ncccn5",1.0
"CHEMBL3649631",456.53,4.17,"NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5ccc6sccc6c5",1.0
"CHEMBL3649633",457.52,3.56,"NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5ccc6scnc6c5",1.0
"CHEMBL3649635",391.39,1.94,"NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5conc5",112.0
"CHEMBL3649637",498.59,2.71,"CN1CCN(CC1)c2ccc(cc2)c3cc(C(=O)N)c4[nH]c5cc(ccc5c4n3)C(=O)N6CCOCC6",6.0
"CHEMBL3649639",474.61,5.72,"Cc1cccc(c1)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3c2)N5CCN(Cc6ccccc6)CC5",123.0
"CHEMBL3649641",582.1,5.47,"NC(=O)c1cc(cc2c3ccc(cc3[nH]c12)c4ccc(nc4)N5CCOCC5)c6ccc(CN7CCOCC7)c(Cl)c6",917.0
"CHEMBL3649643",413.48,3.59,"NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)N4CCOCC4)c5ccc(nc5)C6CC6",1.0
"CHEMBL3649645",420.9,4.28,"Cc1cc(ccc1Cl)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3n2)N5CCOCC5",7.0
"CHEMBL3649647",458.52,2.55,"NC(=O)c1cc(nc2c3ccc(cc3[nH]c12)N4CCOCC4)c5ccc(nc5)N6CCOCC6",1.0
"CHEMBL3649649",475.52,4.22,"COc1ccc(cc1F)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3c2)C(=O)N5CCCC(C)(O)C5",1.0
"CHEMBL3649651",470.53,3.26,"CN(C)C(=O)c1ccc(cc1)c2cc(C(=O)N)c3[nH]c4cc(ccc4c3c2)C(=O)N5CCOCC5",286.0
"CHEMBL3649653",486.53,2.19,"NC(=O)c1cc(cc2c3ccc(cc3[nH]c12)C(=O)N4CCOCC4)c5cnc(nc5)N6CCOCC6",108.0
"CHEMBL3650673",309.37,2.98,"NC(=O)c1cn(nc1Nc2ccccc2)C3CCCC[C@@H]3C#N",30.0
"CHEMBL3650675",430.46,3.41,"NC(=O)c1cn(cc1Nc2ccc(OC(F)F)nc2)[C@H]3CC[C@H](C[C@@H]3[N+]#[C-])N4CCC4",87.0
"CHEMBL3650677",420.47,1.65,"CS(=O)(=O)N[C@@H]1CCC([C@@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(F)cc3)n2",12.0
"CHEMBL3650679",387.47,2.38,"CS(=O)(=O)c1ccc(Nc2nn(cc2C(=O)N)[C@H]3CCCC[C@H]3C#N)cc1",85.0
"CHEMBL3650681",367.41,2.33,"NC(=O)c1cn(nc1Nc2ccccc2)[C@H]3CC4(CC[C@@H]3C#N)OCCO4",31.5
"CHEMBL3650683",387.47,2.38,"CS(=O)(=O)c1ccc(Nc2nn(cc2C(=O)N)[C@@H]3CCCC[C@H]3C#N)cc1",5.666666666666666
"CHEMBL3650977",308.34,2.77,"CCOC(=O)c1c[nH]c2ncnc(c3ccc4NCCc4c3)c12",35.0
"CHEMBL3650979",307.31,2.68,"CCOC(=O)c1c[nH]c2ncnc(c3ccc4[nH]ncc4c3)c12",98.0
"CHEMBL3650981",306.33,3.28,"CCOC(=O)c1c[nH]c2ncnc(c3ccc4cc[nH]c4c3)c12",137.0
"CHEMBL3650983",400.46,2.04,"CCOC(=O)c1c[nH]c2ncnc(c3ccc(cc3)N4CCS(=O)(=O)CC4)c12",348.0
"CHEMBL3650989",350.38,3.32,"CCOC(=O)c1c[nH]c2ncnc(c3cccc(NC(=O)C=CC)c3)c12",483.0
"CHEMBL3651023",413.44,3.85,"CCOC(=O)c1c[nH]c2ncnc(c3cccc(NC(=O)C=Cc4ccccn4)c3)c12",452.0
"CHEMBL3651031",400.85,4.05,"CCOC(=O)c1c[nH]c2ncnc(c3cccc(Nc4nc(Cl)ns4)c3)c12",109.0
"CHEMBL3651057",301.35,4.3,"COc1ccccc1c2c[nH]c3ncnc(c4ccccc4)c23",183.0
"CHEMBL3651603",418.5,2.41,"CC(=O)N1CCN(Cc2ccc(cc2)c3cccc4nc(NC(=O)C5CC5)nn34)CC1",848.7
"CHEMBL3652277",435.59,2.78,"CCOC1CCCN(C1)S(=O)(=O)CC2CCC(CC2)N(C)c3ncnc4[nH]ccc34",4.09
"CHEMBL3652280",459.54,3.56,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCCC(C2)C(F)(F)F)CC1)c3ncnc4[nH]ccc34",54.3
"CHEMBL3652282",474.68,3.09,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCCC(CN3CCCC3)C2)CC1)c4ncnc5[nH]ccc45",125.0
"CHEMBL3652284",406.56,1.71,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC(N)CC2)CC1)c3ncnc4[nH]ccc34",97.5
"CHEMBL3652286",423.54,0.71,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@@H](O)[C@@H](O)C2)CC1)c3ncnc4[nH]ccc34",32.0
"CHEMBL3652288",515.66,4.21,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCCC(COc3ccc(F)cc3)C2)CC1)c4ncnc5[nH]ccc45",32.0
"CHEMBL3652290",511.71,2.82,"CCCS(=O)(=O)CC1CCCN(C1)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",54.7
"CHEMBL3652292",531.65,3.33,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCCC(O)(COc3cccc(F)c3)C2)CC1)c4ncnc5[nH]ccc45",46.8
"CHEMBL3652294",482.65,3.63,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCCC(Cc3ccccn3)C2)CC1)c4ncnc5[nH]ccc45",33.0
"CHEMBL3652296",421.57,2.13,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC(C)(O)CC2)CC1)c3ncnc4[nH]ccc34",42.1
"CHEMBL3652298",393.51,1.35,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@H](O)C2)CC1)c3ncnc4[nH]ccc34",44.7
"CHEMBL3652302",469.61,2.74,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2C[C@@H](O)[C@@H](C2)c3ccccc3)CC1)c4ncnc5[nH]ccc45",15.0
"CHEMBL3652304",407.54,1.6,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@H](CO)C2)CC1)c3ncnc4[nH]ccc34",14.4
"CHEMBL3652306",469.63,1.65,"C[C@H]1CN(C[C@H]1S(=O)(=O)C)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",32.2
"CHEMBL3652308",416.55,2.52,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@@H](CC#N)C2)CC1)c3ncnc4[nH]ccc34",52.6
"CHEMBL3652310",420.58,1.92,"CC1CN(CCN1C)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",126.0
"CHEMBL3652312",407.54,1.74,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC[C@@H](O)C2)CC1)c3ncnc4[nH]ccc34",8.04
"CHEMBL3652314",416.55,2.52,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC(CC2)C#N)CC1)c3ncnc4[nH]ccc34",66.9
"CHEMBL3652316",462.62,2.26,"CCC1(CCN(CC1)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34)C(=O)N",61.1
"CHEMBL3652318",483.64,3.03,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC(Cc3ncccn3)CC2)CC1)c4ncnc5[nH]ccc45",17.7
"CHEMBL3652320",497.67,3.34,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC(Cc3ccc(C)nn3)CC2)CC1)c4ncnc5[nH]ccc45",84.9
"CHEMBL3652322",551.7,2.09,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC(CC2)c3onc(CS(=O)(=O)C)n3)CC1)c4ncnc5[nH]ccc45",65.8
"CHEMBL3652324",490.67,2.86,"CCN(CC)C(=O)C1CCN(CC1)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",115.0
"CHEMBL3652326",448.59,1.74,"CNC(=O)C1CCN(CC1)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",44.9
"CHEMBL3652328",475.66,3.42,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC(COCC3CC3)CC2)CC1)c4ncnc5[nH]ccc45",59.8
"CHEMBL3652330",434.57,1.48,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC[C@@H](C2)C(=O)N)CC1)c3ncnc4[nH]ccc34",20.6
"CHEMBL3652332",405.57,3.01,"C[C@H]1CCCN(C1)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",72.2
"CHEMBL3652334",435.59,2.38,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC[C@@](C)(CO)C2)CC1)c3ncnc4[nH]ccc34",50.7
"CHEMBL3652336",421.57,2.13,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC[C@@](C)(O)C2)CC1)c3ncnc4[nH]ccc34",40.9
"CHEMBL3652338",483.66,2.04,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC[C@H](CS(=O)(=O)C)C2)CC1)c3ncnc4[nH]ccc34",92.2
"CHEMBL3652340",421.57,2.39,"COC[C@H]1CCCN1S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",56.2
"CHEMBL3652342",409.51,0.32,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2C[C@@H](O)[C@@H](O)C2)CC1)c3ncnc4[nH]ccc34",8.54
"CHEMBL3652344",421.57,2.25,"COC[C@@H]1CCN(C1)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",22.5
"CHEMBL3652346",488.54,2.04,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@@H](C2)NC(=O)C(F)(F)F)CC1)c3ncnc4[nH]ccc34",62.2
"CHEMBL3652348",478.62,1.46,"CN(C)C(=O)CO[C@@H]1CCN(C1)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",50.2
"CHEMBL3652350",465.62,1.6,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2C[C@](C)(CO)[C@](C)(CO)C2)CC1)c3ncnc4[nH]ccc34",55.6
"CHEMBL3652352",470.62,0.91,"CNS(=O)(=O)[C@H]1CCN(C1)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",24.8
"CHEMBL3652354",545.73,3.01,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@@H](C2)S(=O)(=O)CCc3ccccc3)CC1)c4ncnc5[nH]ccc45",16.7
"CHEMBL3652356",502.64,2.65,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@@](O)(CCc3onc(C)c3)C2)CC1)c4ncnc5[nH]ccc45",46.2
"CHEMBL3652358",455.59,2.56,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@@H](C2)c3ncccn3)CC1)c4ncnc5[nH]ccc45",5.72
"CHEMBL3652360",561.73,2.98,"COc1ccccc1CS(=O)(=O)[C@H]2CCN(C2)S(=O)(=O)C[C@@H]3CC[C@H](CC3)N(C)c4ncnc5[nH]ccc45",17.5
"CHEMBL3652362",469.61,2.88,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@](O)(C2)c3ccccc3)CC1)c4ncnc5[nH]ccc45",10.8
"CHEMBL3652364",471.6,3.91,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@@H](C2)c3ccccc3F)CC1)c4ncnc5[nH]ccc45",37.4
"CHEMBL3652366",451.59,1.35,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@](CO)(CCO)C2)CC1)c3ncnc4[nH]ccc34",45.8
"CHEMBL3652368",516.69,2.91,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@@](O)(CSc3ccccn3)C2)CC1)c4ncnc5[nH]ccc45",13.1
"CHEMBL3652370",407.54,1.74,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@](C)(O)C2)CC1)c3ncnc4[nH]ccc34",39.2
"CHEMBL3652372",506.67,2.24,"CCN(CC)C(=O)CO[C@@H]1CCN(C1)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",35.9
"CHEMBL3652374",470.6,2.27,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@@](O)(C2)c3ccccn3)CC1)c4ncnc5[nH]ccc45",35.8
"CHEMBL3652376",531.68,1.3,"CCN1CCN(C[C@H]2CCN(C2)S(=O)(=O)C[C@@H]3CC[C@H](CC3)N(C)c4ncnc5[nH]ccc45)C(=O)C1=O",90.4
"CHEMBL3652378",454.6,3.17,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC[C@@H](C2)c3ccccn3)CC1)c4ncnc5[nH]ccc45",6.22
"CHEMBL3652380",363.49,1.99,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC2)CC1)c3ncnc4[nH]ccc34",39.4
"CHEMBL3652382",381.48,1.94,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC(F)C2)CC1)c3ncnc4[nH]ccc34",20.0
"CHEMBL3652384",503.65,2.44,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC(C2)S(=O)(=O)c3ccccc3)CC1)c4ncnc5[nH]ccc45",9.2
"CHEMBL3652386",481.64,1.79,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CC(C2)S(=O)(=O)CC3CC3)CC1)c4ncnc5[nH]ccc45",49.9
"CHEMBL3652388",483.64,2.81,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCN(CC2)c3ccc(C)cn3)CC1)c4ncnc5[nH]ccc45",50.8
"CHEMBL3652390",469.62,2.5,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCN(CC2)c3ccccn3)CC1)c4ncnc5[nH]ccc45",22.3
"CHEMBL3652392",494.63,2.37,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCN(CC2)c3ncccc3C#N)CC1)c4ncnc5[nH]ccc45",17.6
"CHEMBL3652394",395.55,2.29,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCSC2)CC1)c3ncnc4[nH]ccc34",29.5
"CHEMBL3652396",441.58,1.01,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCS(=O)(=O)CC2)CC1)c3ncnc4[nH]ccc34",44.6
"CHEMBL3652398",421.57,1.99,"C[C@@H]1C[C@@H](CS(=O)(=O)N2CCC[C@@H](O)C2)CC[C@@H]1N(C)c3ncnc4[nH]ccc34",6.89
"CHEMBL3652400",421.57,1.99,"C[C@@H]1C[C@@H](CS(=O)(=O)N2CCC[C@H](O)C2)CC[C@@H]1N(C)c3ncnc4[nH]ccc34",12.0
"CHEMBL3652402",421.57,1.84,"C[C@@H]1C[C@@H](CS(=O)(=O)N2CC[C@H](CO)C2)CC[C@@H]1N(C)c3ncnc4[nH]ccc34",0.0199
"CHEMBL3652404",421.57,1.84,"C[C@H]1CN(C[C@@H]1CO)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",0.0165
"CHEMBL3652406",407.54,1.74,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC(C)(O)C2)CC1)c3ncnc4[nH]ccc34",0.0366
"CHEMBL3652408",465.62,2.41,"COCCOC1CCCN(C1)S(=O)(=O)C[C@@H]2CC[C@H](CC2)N(C)c3ncnc4[nH]ccc34",0.00405
"CHEMBL3652410",487.52,1.86,"CN([C@@H]1CC[C@@H](CS(=O)(=O)N2CCC[C@H](C2)OP(=O)(O)O)CC1)c3ncnc4[nH]ccc34",0.106
"CHEMBL3655084",374.47,1.54,"CN([C@@H]1C[C@@H](C1)NS(=O)(=O)[C@@H]2C[C@H](CC#N)C2)c3ncnc4[nH]ccc34",1400.0
"CHEMBL3655088",388.5,1.93,"CN([C@@H]1C[C@@H](C1)NS(=O)(=O)[C@@H]2C[C@@](C)(CC#N)C2)c3ncnc4[nH]ccc34",750.0
"CHEMBL3655092",337.45,1.64,"CCCS(=O)(=O)N[C@H]1CC[C@H](C1)N(C)c2ncnc3[nH]ccc23",574.0
"CHEMBL3655094",371.41,1.64,"CN([C@@H]1C[C@@H](C1)NS(=O)(=O)C2CC(F)(F)C2)c3ncnc4[nH]ccc34",177.0
"CHEMBL3655097",350.45,0.76,"CN([C@@H]1C[C@@H](C1)NS(=O)(=O)NCC2CC2)c3ncnc4[nH]ccc34",1095.0
"CHEMBL3655099",375.46,0.6,"CN([C@@H]1C[C@@H](C1)NS(=O)(=O)N2CC[C@@H](C2)C#N)c3ncnc4[nH]ccc34",434.0
"CHEMBL3655101",378.46,0.23,"CN([C@@H]1C[C@@H](C1)NS(=O)(=O)N2C[C@H]3C[C@@H](C2)O3)c4ncnc5[nH]ccc45",1150.0
"CHEMBL3655103",430.54,1.36,"CN([C@@H]1C[C@@H](C1)NS(=O)(=O)N2CCC(CC2)c3cc[nH]n3)c4ncnc5[nH]ccc45",52.0
"CHEMBL3658087",629.69,5.75,"CN1CCN(CC1)C(=O)c2ccc(Nc3ncc4CN(CCc4n3)c5cc(NC(=O)c6cccc(c6)C(F)(F)F)ccc5C)cc2",3.0
"CHEMBL3658089",615.7,6.11,"CN1CCN(Cc2cccc(Nc3ncc4CN(CCc4n3)c5cc(NC(=O)c6cccc(c6)C(F)(F)F)ccc5C)c2)CC1",28.0
"CHEMBL3658093",657.7,5.32,"CN1CCN(CC1)C(=O)Cc2ccc(Nc3ncc4C(=O)N(CCc4n3)c5cc(NC(=O)c6cccc(c6)C(F)(F)F)ccc5C)cc2",61.0
"CHEMBL3658095",603.77,6.03,"CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(CCc4n3)c5cc(NC(=O)c6cccc(c6)C(C)(C)C)ccc5C)cc2",45.0
"CHEMBL3658097",505.5,5.15,"Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1N3CCc4nc(Nc5cncnc5)ncc4C3",19.0
"CHEMBL3658099",600.64,6.6,"Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1N3CCc4nc(Nc5ccc(cc5)C(=O)N6CCCC6)ncc4C3",14.0
"CHEMBL3658101",555.73,5.58,"Cc1ccc(NC(=O)N2CCCCC2)cc1N3CCc4nc(Nc5ccc(OCCN6CCCC6)cc5)ncc4C3",40.0
"CHEMBL3658103",587.61,5.65,"Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1N3CCc4nc(Nc5ccc(nc5)C(=O)NC6CC6)ncc4C3",18.0
"CHEMBL3658105",650.11,6.41,"CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(CCc4n3)c5cc(NC(=O)c6cc(Cl)cc(c6)C(F)(F)F)ccc5C)cc2",36.0
"CHEMBL3658107",553.63,5.12,"CN1CCN(CC1)c2ccc(Nc3ncc4CN(CCc4n3)c5cc(NC(=O)CCC(F)(F)F)ccc5C)cc2",40.0
"CHEMBL3658109",602.67,5.51,"CN1CCN(CC1)c2ccc(Nc3ncc4CN(CCc4n3)c5cc(NC(=O)c6cc(ccn6)C(F)(F)F)ccc5C)cc2",5.0
